x,y,z
6.546049565076828003e-02,5.236933007836341858e-02,-2.591569442301988602e-03
6.256300956010818481e-02,5.332663655281066895e-02,-1.759299077093601227e-03
5.694695934653282166e-02,4.827128350734710693e-02,-4.020007327198982239e-03
6.048713997006416321e-02,5.330945178866386414e-02,-1.342553732683882117e-04
6.667689234018325806e-02,5.581266060471534729e-02,7.197262602858245373e-04
6.802580505609512329e-02,5.409642308950424194e-02,-1.381345791742205620e-03
5.453072488307952881e-02,2.153498120605945587e-02,-3.500826423987746239e-03
4.929650574922561646e-02,2.436114102602005005e-02,-4.283406306058168411e-03
5.064169317483901978e-02,2.806083299219608307e-02,-2.096974290907382965e-03
5.610387027263641357e-02,3.873471915721893311e-02,4.424730315804481506e-03
4.835133999586105347e-02,3.378599882125854492e-02,-4.111472982913255692e-03
4.991995543241500854e-02,3.861466422677040100e-02,-7.873430848121643066e-03
5.501539260149002075e-02,4.667002707719802856e-02,-1.633294858038425446e-03
5.409884452819824219e-02,4.323596507310867310e-02,1.533787115477025509e-03
5.920562893152236938e-02,5.112468078732490540e-02,2.616147743538022041e-03
5.918591469526290894e-02,4.843835532665252686e-02,4.312715493142604828e-03
6.095451489090919495e-02,4.518701881170272827e-02,6.714823655784130096e-03
6.298163533210754395e-02,5.272683501243591309e-02,5.052882246673107147e-03
6.474953144788742065e-02,5.547470599412918091e-02,2.935548080131411552e-03
6.638696044683456421e-02,5.140949785709381104e-02,7.358455564826726913e-03
6.198902055621147156e-02,5.030743032693862915e-02,5.610564723610877991e-03
6.387917697429656982e-02,4.876251891255378723e-02,7.218413986265659332e-03
-4.612934589385986328e-02,-7.850487716495990753e-03,-1.896471157670021057e-02
-4.100531339645385742e-02,-4.165085963904857635e-03,-1.508430205285549164e-02
-3.861115500330924988e-02,-1.016808301210403442e-02,-1.945056766271591187e-02
-3.399112075567245483e-02,-1.754960045218467712e-02,-2.570865675806999207e-02
-3.529180586338043213e-02,-2.355813980102539062e-02,-3.506510332226753235e-02
-2.772936969995498657e-02,-1.354096643626689911e-02,-2.435737103223800659e-02
-3.283001855015754700e-02,-6.578609813004732132e-03,-1.756560243666172028e-02
-3.637471795082092285e-02,1.427648472599685192e-03,-1.096633821725845337e-02
-1.807856187224388123e-02,-1.529455929994583130e-02,-2.880281955003738403e-02
